pid,Number,Name,Type1,Type2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Experience,FinalEvolution,CatchRate,Legendary,Height,Weight,BMI,outterR,innerR,Img
598,116,Horsea,Water,,"['Damp', 'Sniper', 'Swift Swim']",30,40,70,70,25,60,295,49.16666667,1000000,0,225,0,0.4,8,50,5.5,1.375,horsea
599,117,Seadra,Water,,"['Damp', 'Poison Point', 'Sniper']",55,65,95,95,45,85,440,73.33333333,1000000,0,75,0,1.2,25,17.4,8,2,seadra
600,118,Goldeen,Water,,"['Lightning Rod', 'Swift Swim', 'Water Veil']",45,67,60,35,50,63,320,53.33333333,1000000,0,225,0,0.6,15,41.7,6.35,1.5875,goldeen
601,119,Seaking,Water,,"['Lightning Rod', 'Swift Swim', 'Water Veil']",80,92,65,65,80,68,450,75,1000000,1,60,0,1.3,39,23.1,7.85,1.9625,seaking
26,120,Staryu,Water,,"['Analytic', 'Illuminate', 'Natural Cure']",30,45,55,70,55,85,340,56.66666667,1250000,0,225,0,0.8,34.5,53.9,5,1.25,staryu
27,121,Starmie,Water,Psychic,"['Analytic', 'Illuminate', 'Natural Cure']",60,75,85,100,85,115,520,86.66666667,1250000,1,60,0,1.1,80,66.1,8,2,starmie
602,122,Mr. Mime,Psychic,Fairy,"['Filter', 'Soundproof', 'Technician']",40,45,65,100,120,90,460,76.66666667,1000000,1,45,0,1.3,54.5,32.2,5.5,1.375,mr. mime
603,122,Galarian Mr. Mime,Ice,Psychic,"['Ice Body', 'Screen Cleaner', 'Vital Spirit']",50,65,65,90,90,100,460,76.66666667,1000000,0,45,0,1.4,56.8,29,6.5,1.625,galarian mr. mime
604,123,Scyther,Bug,Flying,"['Steadfast', 'Swarm', 'Technician']",70,110,80,55,80,105,500,83.33333333,1000000,0,45,0,1.5,56,24.9,9.5,2.375,scyther
605,124,Jynx,Ice,Psychic,"['Dry Skin', 'Forewarn', 'Oblivious']",65,50,35,115,95,95,455,75.83333333,1000000,1,45,0,1.4,40.6,20.7,4.25,1.0625,jynx
606,125,Electabuzz,Electric,,"['Static', 'Vital Spirit']",65,83,57,95,85,105,490,81.66666667,1000000,0,45,0,1.1,30,24.8,7,1.75,electabuzz
607,126,Magmar,Fire,,"['Flame Body', 'Vital Spirit']",65,95,57,100,85,93,495,82.5,1000000,0,45,0,1.3,44.5,26.3,7.6,1.9,magmar
28,127,Pinsir,Bug,,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",65,125,100,55,70,85,500,83.33333333,1250000,1,45,0,1.5,55,24.4,11.25,2.8125,pinsir
29,127,Mega Pinsir,Bug,Flying,['Aerilate'],65,155,120,65,90,105,600,100,1250000,1,45,0,1.7,59,20.4,13.75,3.4375,mega pinsir
30,128,Tauros,Normal,,"['Anger Point', 'Intimidate', 'Sheer Force']",75,100,95,40,70,110,490,81.66666667,1250000,1,45,0,1.4,88.4,45.1,9.75,2.4375,tauros
31,129,Magikarp,Water,,"['Rattled', 'Swift Swim']",20,10,55,15,20,80,200,33.33333333,1250000,0,255,0,0.9,10,12.3,3.25,0.8125,magikarp
33,130,Gyarados,Water,Flying,"['Intimidate', 'Moxie']",95,125,79,60,100,81,540,90,1250000,1,45,0,6.5,235,5.6,10.2,2.55,gyarados
32,130,Mega Gyarados,Water,Dark,['Mold Breaker'],95,155,109,70,130,81,640,106.6666667,1250000,1,45,0,6.5,305,7.2,13.2,3.3,mega gyarados
34,131,Lapras,Water,Ice,"['Hydration', 'Shell Armor', 'Water Absorb']",130,85,80,85,95,60,535,89.16666667,1250000,1,45,0,2.5,220,35.2,8.25,2.0625,lapras
608,132,Ditto,Normal,,"['Imposter', 'Limber']",48,48,48,48,48,48,288,48,1000000,1,35,0,0.3,4,44.4,4.8,1.2,ditto
609,133,Eevee,Normal,,"['Adaptability', 'Anticipation', 'Run Away']",55,55,50,45,65,55,325,54.16666667,1000000,0,45,0,0.3,6.5,72.2,5.25,1.3125,eevee
610,134,Vaporeon,Water,,"['Hydration', 'Water Absorb']",130,65,60,110,95,65,525,87.5,1000000,1,45,0,1,29,29,6.25,1.5625,vaporeon
611,135,Jolteon,Electric,,"['Quick Feet', 'Volt Absorb']",65,65,60,110,95,130,525,87.5,1000000,1,45,0,0.8,24.5,38.3,6.25,1.5625,jolteon
612,136,Flareon,Fire,,"['Flash Fire', 'Guts']",65,130,60,95,110,65,525,87.5,1000000,1,45,0,0.9,25,30.9,9.5,2.375,flareon
613,137,Porygon,Normal,,"['Analytic', 'Download', 'Trace']",65,60,70,85,75,40,395,65.83333333,1000000,0,45,0,0.8,36.5,57,6.5,1.625,porygon
614,138,Omanyte,Rock,Water,"['Shell Armor', 'Swift Swim', 'Weak Armor']",35,40,100,90,55,35,355,59.16666667,1000000,0,45,0,0.4,7.5,46.9,7,1.75,omanyte
615,139,Omastar,Rock,Water,"['Shell Armor', 'Swift Swim', 'Weak Armor']",70,60,125,115,70,55,495,82.5,1000000,1,45,0,1,35,35,9.25,2.3125,omastar
616,140,Kabuto,Rock,Water,"['Battle Armor', 'Swift Swim', 'Weak Armor']",30,80,90,55,45,55,355,59.16666667,1000000,0,45,0,0.5,11.5,46,8.5,2.125,kabuto
617,141,Kabutops,Rock,Water,"['Battle Armor', 'Swift Swim', 'Weak Armor']",60,115,105,65,70,80,495,82.5,1000000,1,45,0,1.3,40.5,24,11,2.75,kabutops
35,142,Aerodactyl,Rock,Flying,"['Pressure', 'Rock Head', 'Unnerve']",80,105,65,60,75,130,515,85.83333333,1250000,1,45,0,1.8,59,18.2,8.5,2.125,aerodactyl
36,142,Mega Aerodactyl,Rock,Flying,['Tough Claws'],80,135,85,70,95,150,615,102.5,1250000,1,45,0,2.1,79,17.9,11,2.75,mega aerodactyl
37,143,Snorlax,Normal,,"['Gluttony', 'Immunity', 'Thick Fat']",160,110,65,65,110,30,540,90,1250000,1,25,0,2.1,460,104.3,8.75,2.1875,snorlax
39,144,Articuno,Ice,Flying,"['Pressure', 'Snow Cloak']",90,85,100,95,125,85,580,96.66666667,1250000,1,3,1,1.7,55.4,19.2,9.25,2.3125,articuno
38,144,Galarian Articuno,Psychic,Flying,['Competitive'],90,85,85,125,100,95,580,96.66666667,1250000,1,3,1,1.7,50.9,17.6,8.5,2.125,galarian articuno
40,145,Zapdos,Electric,Flying,"['Pressure', 'Static']",90,90,85,125,90,100,580,96.66666667,1250000,1,3,1,1.6,52.6,20.5,8.75,2.1875,zapdos
41,145,Galarian Zapdos,Fighting,Flying,['Defiant'],90,125,90,85,90,100,580,96.66666667,1250000,1,3,1,1.6,58.2,22.7,10.75,2.6875,galarian zapdos
42,146,Moltres,Fire,Flying,"['Flame Body', 'Pressure']",90,100,90,125,85,90,580,96.66666667,1250000,1,3,1,2,60,15,9.5,2.375,moltres
43,146,Galarian Moltres,Dark,Flying,['Berserk'],90,85,90,100,125,90,580,96.66666667,1250000,1,3,1,2,66,16.5,8.75,2.1875,galarian moltres
44,147,Dratini,Dragon,,"['Marvel Scale', 'Shed Skin']",41,64,45,50,50,50,300,50,1250000,0,45,0,1.8,3.3,1,5.45,1.3625,dratini
45,148,Dragonair,Dragon,,"['Marvel Scale', 'Shed Skin']",61,84,65,70,70,70,420,70,1250000,0,45,0,4,16.5,1,7.45,1.8625,dragonair
46,149,Dragonite,Dragon,Flying,"['Inner Focus', 'Multiscale']",91,134,95,100,100,80,600,100,1250000,1,45,0,2.2,210,43.4,11.45,2.8625,dragonite
48,150,Mewtwo,Psychic,,"['Pressure', 'Unnerve']",106,110,90,154,90,130,680,113.3333333,1250000,1,3,1,2,122,30.5,10,2.5,mewtwo
49,150,Mega Mewtwo Y,Psychic,,['Insomnia'],106,150,70,194,120,140,780,130,1250000,1,3,1,1.5,33,14.7,11,2.75,mega mewtwo y
47,150,Mega Mewtwo X,Psychic,Fighting,['Steadfast'],106,190,100,154,100,130,780,130,1250000,1,3,1,2.3,127,24,14.5,3.625,mega mewtwo x
317,151,Mew,Psychic,,['Synchronize'],100,100,100,100,100,100,600,100,1059860,1,45,1,0.4,4,25,10,2.5,mew
318,152,Chikorita,Grass,,"['Leaf Guard', 'Overgrow']",45,49,65,49,65,45,318,53,1059860,0,45,0,0.9,6.4,7.9,5.7,1.425,chikorita
319,153,Bayleef,Grass,,"['Leaf Guard', 'Overgrow']",60,62,80,63,80,60,405,67.5,1059860,0,45,0,1.2,15.8,11,7.1,1.775,bayleef
320,154,Meganium,Grass,,"['Leaf Guard', 'Overgrow']",80,82,100,83,100,80,525,87.5,1059860,1,45,0,1.8,100.5,31,9.1,2.275,meganium
321,155,Cyndaquil,Fire,,"['Blaze', 'Flash Fire']",39,52,43,60,50,65,309,51.5,1059860,0,45,0,0.5,7.9,31.6,4.75,1.1875,cyndaquil
322,156,Quilava,Fire,,"['Blaze', 'Flash Fire']",58,64,58,80,65,80,405,67.5,1059860,0,45,0,0.9,19,23.5,6.1,1.525,quilava
323,157,Typhlosion,Fire,,"['Blaze', 'Flash Fire']",78,84,78,109,85,100,534,89,1059860,1,45,0,1.7,79.5,27.5,8.1,2.025,typhlosion
324,158,Totodile,Water,,"['Sheer Force', 'Torrent']",50,65,64,44,48,43,314,52.33333333,1059860,0,45,0,0.6,9.5,26.4,6.45,1.6125,totodile
325,159,Croconaw,Water,,"['Sheer Force', 'Torrent']",65,80,80,59,63,58,405,67.5,1059860,0,45,0,1.1,25,20.7,8,2,croconaw
326,160,Feraligatr,Water,,"['Sheer Force', 'Torrent']",85,105,100,79,83,78,530,88.33333333,1059860,1,45,0,2.3,88.8,16.8,10.25,2.5625,feraligatr
618,161,Sentret,Normal,,"['Frisk', 'Keen Eye', 'Run Away']",35,46,34,35,45,20,215,35.83333333,1000000,0,255,0,0.8,6,9.4,4,1,sentret
619,162,Furret,Normal,,"['Frisk', 'Keen Eye', 'Run Away']",85,76,64,45,55,90,415,69.16666667,1000000,1,90,0,1.8,32.5,10,7,1.75,furret
620,163,Hoothoot,Normal,Flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",60,30,30,36,56,50,262,43.66666667,1000000,0,255,0,0.7,21.2,43.3,3,0.75,hoothoot
621,164,Noctowl,Normal,Flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",100,50,50,86,96,70,452,75.33333333,1000000,1,90,0,1.6,40.8,15.9,5,1.25,noctowl
944,165,Ledyba,Bug,Flying,"['Early Bird', 'Rattled', 'Swarm']",40,20,30,40,80,55,265,44.16666667,800000,0,255,0,1,10.8,10.8,2.5,0.625,ledyba
945,166,Ledian,Bug,Flying,"['Early Bird', 'Iron Fist', 'Swarm']",55,35,50,55,110,85,390,65,800000,1,90,0,1.4,35.6,18.2,4.25,1.0625,ledian
946,167,Spinarak,Bug,Poison,"['Insomnia', 'Sniper', 'Swarm']",40,60,40,40,40,30,250,41.66666667,800000,0,255,0,0.5,8.5,34,5,1.25,spinarak
947,168,Ariados,Bug,Poison,"['Insomnia', 'Sniper', 'Swarm']",70,90,70,60,70,40,400,66.66666667,800000,1,90,0,1.1,33.5,27.7,8,2,ariados
622,169,Crobat,Poison,Flying,"['Infiltrator', 'Inner Focus']",85,90,80,70,80,130,535,89.16666667,1000000,1,90,0,1.8,75,23.1,8.5,2.125,crobat
50,170,Chinchou,Water,Electric,"['Illuminate', 'Volt Absorb', 'Water Absorb']",75,38,38,56,56,67,330,55,1250000,0,190,0,0.5,12,48,3.8,0.95,chinchou
51,171,Lanturn,Water,Electric,"['Illuminate', 'Volt Absorb', 'Water Absorb']",125,58,58,76,76,67,460,76.66666667,1250000,1,75,0,1.2,22.5,15.6,5.8,1.45,lanturn
623,172,Pichu,Electric,,"['Lightning Rod', 'Static']",20,40,15,35,35,60,205,34.16666667,1000000,0,190,0,0.3,2,22.2,2.75,0.6875,pichu
948,173,Cleffa,Fairy,,"['Cute Charm', 'Friend Guard', 'Magic Guard']",50,25,28,45,55,15,218,36.33333333,800000,0,150,0,0.3,3,33.3,2.65,0.6625,cleffa
949,174,Igglybuff,Normal,Fairy,"['Competitive', 'Cute Charm', 'Friend Guard']",90,30,15,40,20,15,210,35,800000,0,170,0,0.3,1,11.1,2.25,0.5625,igglybuff
950,175,Togepi,Fairy,,"['Hustle', 'Serene Grace', 'Super Luck']",35,20,65,40,65,20,245,40.83333333,800000,0,190,0,0.3,1.5,16.7,4.25,1.0625,togepi
951,176,Togetic,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",55,40,85,80,105,40,405,67.5,800000,0,75,0,0.6,3.2,8.9,6.25,1.5625,togetic
624,177,Natu,Psychic,Flying,"['Early Bird', 'Magic Bounce', 'Synchronize']",40,50,45,70,45,70,320,53.33333333,1000000,0,190,0,0.2,2,50,4.75,1.1875,natu
625,178,Xatu,Psychic,Flying,"['Early Bird', 'Magic Bounce', 'Synchronize']",65,75,70,95,70,95,470,78.33333333,1000000,1,75,0,1.5,15,6.7,7.25,1.8125,xatu
327,179,Mareep,Electric,,"['Plus', 'Static']",55,40,40,65,45,35,280,46.66666667,1059860,0,235,0,0.6,7.8,21.7,4,1,mareep
328,180,Flaaffy,Electric,,"['Plus', 'Static']",70,55,55,80,60,45,365,60.83333333,1059860,0,120,0,0.8,13.3,20.8,5.5,1.375,flaaffy
329,181,Ampharos,Electric,,"['Plus', 'Static']",90,75,85,115,90,55,510,85,1059860,1,45,0,1.4,61.5,31.4,8,2,ampharos
330,181,Mega Ampharos,Electric,Dragon,['Mold Breaker'],90,95,105,165,110,45,610,101.6666667,1059860,1,45,0,1.4,61.5,31.4,10,2.5,mega ampharos
331,182,Bellossom,Grass,,"['Chlorophyll', 'Healer']",75,80,95,90,100,50,490,81.66666667,1059860,1,45,0,0.4,5.8,36.3,8.75,2.1875,bellossom
952,183,Marill,Water,Fairy,"['Huge Power', 'Sap Sipper', 'Thick Fat']",70,20,50,20,50,40,250,41.66666667,800000,0,190,0,0.4,8.5,53.1,3.5,0.875,marill
953,184,Azumarill,Water,Fairy,"['Huge Power', 'Sap Sipper', 'Thick Fat']",100,50,80,60,80,50,420,70,800000,1,75,0,0.8,28.5,44.5,6.5,1.625,azumarill
626,185,Sudowoodo,Rock,,"['Rattled', 'Rock Head', 'Sturdy']",70,100,115,30,65,30,410,68.33333333,1000000,1,65,0,1.2,38,26.4,10.75,2.6875,sudowoodo
332,186,Politoed,Water,,"['Damp', 'Drizzle', 'Water Absorb']",90,75,75,90,100,70,500,83.33333333,1059860,1,45,0,1.1,33.9,28,7.5,1.875,politoed
333,187,Hoppip,Grass,Flying,"['Chlorophyll', 'Infiltrator', 'Leaf Guard']",35,35,40,35,55,50,250,41.66666667,1059860,0,255,0,0.4,0.5,3.1,3.75,0.9375,hoppip
334,188,Skiploom,Grass,Flying,"['Chlorophyll', 'Infiltrator', 'Leaf Guard']",55,45,50,45,65,80,340,56.66666667,1059860,0,120,0,0.6,1,2.8,4.75,1.1875,skiploom
335,189,Jumpluff,Grass,Flying,"['Chlorophyll', 'Infiltrator', 'Leaf Guard']",75,55,70,55,95,110,460,76.66666667,1059860,1,45,0,0.8,3,4.7,6.25,1.5625,jumpluff
954,190,Aipom,Normal,,"['Pickup', 'Run Away', 'Skill Link']",55,70,55,40,55,85,360,60,800000,0,45,0,0.8,11.5,18,6.25,1.5625,aipom
336,191,Sunkern,Grass,,"['Chlorophyll', 'Early Bird', 'Solar Power']",30,30,30,30,30,30,180,30,1059860,0,235,0,0.3,1.8,20,3,0.75,sunkern
337,192,Sunflora,Grass,,"['Chlorophyll', 'Early Bird', 'Solar Power']",75,75,55,105,85,30,425,70.83333333,1059860,1,120,0,0.8,8.5,13.3,6.5,1.625,sunflora
627,193,Yanma,Bug,Flying,"['Frisk', 'Speed Boost']",65,65,45,75,45,95,390,65,1000000,0,75,0,1.2,38,26.4,5.5,1.375,yanma
628,194,Wooper,Water,Ground,"['Damp', 'Unaware', 'Water Absorb']",55,45,45,25,25,15,210,35,1000000,0,255,0,0.4,8.5,53.1,4.5,1.125,wooper
629,195,Quagsire,Water,Ground,"['Damp', 'Unaware', 'Water Absorb']",95,85,85,65,65,35,430,71.66666667,1000000,1,90,0,1.4,75,38.3,8.5,2.125,quagsire
630,196,Espeon,Psychic,,"['Magic Bounce', 'Synchronize']",65,65,60,130,95,110,525,87.5,1000000,1,45,0,0.9,26.5,32.7,6.25,1.5625,espeon
631,197,Umbreon,Dark,,"['Inner Focus', 'Synchronize']",95,65,110,60,130,65,525,87.5,1000000,1,45,0,1,27,27,8.75,2.1875,umbreon
338,198,Murkrow,Dark,Flying,"['Insomnia', 'Prankster', 'Super Luck']",60,85,42,85,42,91,405,67.5,1059860,0,30,0,0.5,2.1,8.4,6.35,1.5875,murkrow
632,199,Slowking,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",95,75,80,100,110,30,490,81.66666667,1000000,1,70,0,2,79.5,19.9,7.75,1.9375,slowking
633,199,Galarian Slowking,Poison,Psychic,"['Curious Medicine', 'Own Tempo', 'Regenerator']",95,65,80,110,110,30,490,81.66666667,1000000,1,70,0,1.8,79.5,24.5,7.25,1.8125,galarian slowking
955,200,Misdreavus,Ghost,,['Levitate'],60,60,60,85,85,85,435,72.5,800000,0,45,0,0.7,1,2,6,1.5,misdreavus
634,201,Unown,Psychic,,['Levitate'],48,72,48,72,48,48,336,56,1000000,1,225,0,0.5,5,20,6,1.5,unown
635,202,Wobbuffet,Psychic,,"['Shadow Tag', 'Telepathy']",190,33,58,33,58,33,405,67.5,1000000,1,45,0,1.3,28.5,16.9,4.55,1.1375,wobbuffet
636,203,Girafarig,Normal,Psychic,"['Early Bird', 'Inner Focus', 'Sap Sipper']",70,80,65,90,65,85,455,75.83333333,1000000,1,60,0,1.5,41.5,18.4,7.25,1.8125,girafarig
637,204,Pineco,Bug,,"['Overcoat', 'Sturdy']",50,65,90,35,35,15,290,48.33333333,1000000,0,190,0,0.6,7.2,20,7.75,1.9375,pineco
638,205,Forretress,Bug,Steel,"['Overcoat', 'Sturdy']",75,90,140,60,60,40,465,77.5,1000000,1,75,0,1.2,125.8,87.4,11.5,2.875,forretress
639,206,Dunsparce,Normal,,"['Rattled', 'Run Away', 'Serene Grace']",100,70,70,65,65,45,415,69.16666667,1000000,1,190,0,1.5,14,6.2,7,1.75,dunsparce
339,207,Gligar,Ground,Flying,"['Hyper Cutter', 'Immunity', 'Sand Veil']",65,75,105,35,65,85,430,71.66666667,1059860,0,60,0,1.1,64.8,53.6,9,2.25,gligar
641,208,Steelix,Steel,Ground,"['Rock Head', 'Sheer Force', 'Sturdy']",75,85,200,55,65,30,510,85,1000000,1,25,0,9.2,400,4.7,14.25,3.5625,steelix
640,208,Mega Steelix,Steel,Ground,['Sand Force'],75,125,230,55,95,30,610,101.6666667,1000000,1,25,0,10.5,740,6.7,17.75,4.4375,mega steelix
956,209,Snubbull,Fairy,,"['Intimidate', 'Rattled', 'Run Away']",60,80,50,40,40,30,300,50,800000,0,190,0,0.6,7.8,21.7,6.5,1.625,snubbull
957,210,Granbull,Fairy,,"['Intimidate', 'Quick Feet', 'Rattled']",90,120,75,60,60,45,450,75,800000,1,75,0,1.4,48.7,24.8,9.75,2.4375,granbull
642,211,Qwilfish,Water,Poison,"['Intimidate', 'Poison Point', 'Swift Swim']",65,95,85,55,55,85,440,73.33333333,1000000,1,45,0,0.5,3.9,15.6,9,2.25,qwilfish
644,212,Scizor,Bug,Steel,"['Light Metal', 'Swarm', 'Technician']",70,130,100,55,80,65,500,83.33333333,1000000,1,25,0,1.8,118,36.4,11.5,2.875,scizor
643,212,Mega Scizor,Bug,Steel,['Technician'],70,150,140,65,100,75,600,100,1000000,1,25,0,2,125,31.3,14.5,3.625,mega scizor
340,213,Shuckle,Bug,Rock,"['Contrary', 'Gluttony', 'Sturdy']",20,10,230,10,230,5,505,84.16666667,1059860,1,190,0,0.6,20.5,56.9,12,3,shuckle
52,214,Heracross,Bug,Fighting,"['Guts', 'Moxie', 'Swarm']",80,125,75,40,95,85,500,83.33333333,1250000,1,45,0,1.5,54,24,10,2.5,heracross
53,214,Mega Heracross,Bug,Fighting,['Skill Link'],80,185,115,40,105,75,600,100,1250000,1,45,0,1.7,62.5,21.6,15,3.75,mega heracross
341,215,Sneasel,Dark,Ice,"['Inner Focus', 'Keen Eye', 'Pickpocket']",55,95,55,35,75,115,430,71.66666667,1059860,0,60,0,0.9,28,34.6,7.5,1.875,sneasel
645,216,Teddiursa,Normal,,"['Honey Gather', 'Pickup', 'Quick Feet']",60,80,50,50,50,40,330,55,1000000,0,120,0,0.6,8.8,24.4,6.5,1.625,teddiursa
646,217,Ursaring,Normal,,"['Guts', 'Quick Feet', 'Unnerve']",90,130,75,75,75,55,500,83.33333333,1000000,1,60,0,1.8,125.8,38.8,10.25,2.5625,ursaring
647,218,Slugma,Fire,,"['Flame Body', 'Magma Armor', 'Weak Armor']",40,40,40,70,40,20,250,41.66666667,1000000,0,190,0,0.7,35,71.4,4,1,slugma
648,219,Magcargo,Fire,Rock,"['Flame Body', 'Magma Armor', 'Weak Armor']",60,50,120,90,80,30,430,71.66666667,1000000,1,75,0,0.8,55,85.9,8.5,2.125,magcargo
54,220,Swinub,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50,50,40,30,30,50,250,41.66666667,1250000,0,225,0,0.4,6.5,40.6,4.5,1.125,swinub
55,221,Piloswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",100,100,80,60,60,50,450,75,1250000,0,75,0,1.1,55.8,46.1,9,2.25,piloswine
959,222,Corsola,Water,Rock,"['Hustle', 'Natural Cure', 'Regenerator']",65,55,95,65,95,35,410,68.33333333,800000,1,60,0,0.6,5,13.9,7.5,1.875,corsola
958,222,Galarian Corsola,Ghost,,"['Cursed Body', 'Weak Armor']",60,55,100,65,100,30,410,68.33333333,800000,0,60,0,0.6,0.5,1.4,7.75,1.9375,galarian corsola
649,223,Remoraid,Water,,"['Hustle', 'Moody', 'Sniper']",35,65,35,65,35,65,300,50,1000000,0,190,0,0.6,12,33.3,5,1.25,remoraid
650,224,Octillery,Water,,"['Moody', 'Sniper', 'Suction Cups']",75,105,75,105,75,45,480,80,1000000,1,75,0,0.9,28.5,35.2,9,2.25,octillery
960,225,Delibird,Ice,Flying,"['Hustle', 'Insomnia', 'Vital Spirit']",45,55,45,65,45,75,330,55,800000,1,45,0,0.9,16,19.8,5,1.25,delibird
56,226,Mantine,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",85,40,70,80,140,70,485,80.83333333,1250000,1,25,0,2.1,220,49.9,5.5,1.375,mantine
57,227,Skarmory,Steel,Flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",65,80,140,40,70,70,465,77.5,1250000,1,25,0,1.7,50.5,17.5,11,2.75,skarmory
58,228,Houndour,Dark,Fire,"['Early Bird', 'Flash Fire', 'Unnerve']",45,60,30,80,50,65,330,55,1250000,0,120,0,0.6,10.8,30,4.5,1.125,houndour
59,229,Houndoom,Dark,Fire,"['Early Bird', 'Flash Fire', 'Unnerve']",75,90,50,110,80,95,500,83.33333333,1250000,1,45,0,1.4,35,17.9,7,1.75,houndoom
60,229,Mega Houndoom,Dark,Fire,['Solar Power'],75,90,90,140,90,115,600,100,1250000,1,45,0,1.9,49.5,13.7,9,2.25,mega houndoom
651,230,Kingdra,Water,Dragon,"['Damp', 'Sniper', 'Swift Swim']",75,95,95,95,95,85,540,90,1000000,1,45,0,1.8,152,46.9,9.5,2.375,kingdra
652,231,Phanpy,Ground,,"['Pickup', 'Sand Veil']",90,60,60,40,40,40,330,55,1000000,0,120,0,0.5,33.5,134,6,1.5,phanpy
653,232,Donphan,Ground,,"['Sand Veil', 'Sturdy']",90,120,120,60,60,50,500,83.33333333,1000000,1,60,0,1.1,120,99.2,12,3,donphan
654,233,Porygon2,Normal,,"['Analytic', 'Download', 'Trace']",85,80,90,105,95,60,515,85.83333333,1000000,0,45,0,0.6,32.5,90.3,8.5,2.125,porygon2
61,234,Stantler,Normal,,"['Frisk', 'Intimidate', 'Sap Sipper']",73,95,62,85,65,85,465,77.5,1250000,1,45,0,1.4,71.2,36.3,7.85,1.9625,stantler
961,235,Smeargle,Normal,,"['Moody', 'Own Tempo', 'Technician']",55,20,35,20,45,75,250,41.66666667,800000,1,45,0,1.2,58,40.3,2.75,0.6875,smeargle
655,236,Tyrogue,Fighting,,"['Guts', 'Steadfast', 'Vital Spirit']",35,35,35,35,35,35,210,35,1000000,0,75,0,0.7,21,42.9,3.5,0.875,tyrogue
656,237,Hitmontop,Fighting,,"['Intimidate', 'Steadfast', 'Technician']",50,95,95,35,110,70,455,75.83333333,1000000,1,45,0,1.4,48,24.5,9.5,2.375,hitmontop
657,238,Smoochum,Ice,Psychic,"['Forewarn', 'Hydration', 'Oblivious']",45,30,15,85,65,65,305,50.83333333,1000000,0,45,0,0.4,6,37.5,2.25,0.5625,smoochum
658,239,Elekid,Electric,,"['Static', 'Vital Spirit']",45,63,37,65,55,95,360,60,1000000,0,45,0,0.6,23.5,65.3,5,1.25,elekid
659,240,Magby,Fire,,"['Flame Body', 'Vital Spirit']",45,75,37,70,55,83,365,60.83333333,1000000,0,45,0,0.7,21.4,43.7,5.6,1.4,magby
62,241,Miltank,Normal,,"['Sap Sipper', 'Scrappy', 'Thick Fat']",95,80,105,40,70,100,490,81.66666667,1250000,1,45,0,1.2,75.5,52.4,9.25,2.3125,miltank
962,242,Blissey,Normal,,"['Healer', 'Natural Cure', 'Serene Grace']",255,10,10,75,135,55,540,90,800000,1,30,0,1.5,46.8,20.8,1,0.25,blissey
63,243,Raikou,Electric,,"['Inner Focus', 'Pressure']",90,85,75,115,100,115,580,96.66666667,1250000,1,3,1,1.9,178,49.3,8,2,raikou
64,244,Entei,Fire,,"['Inner Focus', 'Pressure']",115,115,85,90,75,100,580,96.66666667,1250000,1,3,1,2.1,198,44.9,10,2.5,entei
65,245,Suicune,Water,,"['Inner Focus', 'Pressure']",100,75,115,90,115,85,580,96.66666667,1250000,1,3,1,2,187,46.8,9.5,2.375,suicune
66,246,Larvitar,Rock,Ground,"['Guts', 'Sand Veil']",50,64,50,45,50,41,300,50,1250000,0,45,0,0.6,72,200,5.7,1.425,larvitar
67,247,Pupitar,Rock,Ground,['Shed Skin'],70,84,70,65,70,51,410,68.33333333,1250000,0,45,0,1.2,152,105.6,7.7,1.925,pupitar
69,248,Tyranitar,Rock,Dark,"['Sand Stream', 'Unnerve']",100,134,110,95,100,61,600,100,1250000,1,45,0,2,202,50.5,12.2,3.05,tyranitar
68,248,Mega Tyranitar,Rock,Dark,['Sand Stream'],100,164,150,95,120,71,700,116.6666667,1250000,1,45,0,2.5,255,40.8,15.7,3.925,mega tyranitar
70,249,Lugia,Psychic,Flying,"['Multiscale', 'Pressure']",106,90,130,90,154,110,680,113.3333333,1250000,1,3,1,5.2,216,8,11,2.75,lugia
71,250,Ho-Oh,Fire,Flying,"['Pressure', 'Regenerator']",106,130,90,110,154,90,680,113.3333333,1250000,1,3,1,3.8,199,13.8,11,2.75,ho-oh
342,251,Celebi,Psychic,Grass,['Natural Cure'],100,100,100,100,100,100,600,100,1059860,1,45,1,0.6,5,13.9,10,2.5,celebi
343,252,Treecko,Grass,,"['Overgrow', 'Unburden']",40,45,35,65,55,70,310,51.66666667,1059860,0,45,0,0.5,5,20,4,1,treecko
344,253,Grovyle,Grass,,"['Overgrow', 'Unburden']",50,65,45,85,65,95,405,67.5,1059860,0,45,0,0.9,21.6,26.7,5.5,1.375,grovyle
345,254,Sceptile,Grass,,"['Overgrow', 'Unburden']",70,85,65,105,85,120,530,88.33333333,1059860,1,45,0,1.7,52.2,18.1,7.5,1.875,sceptile
